fold,indice_original,score,predicao
1,2517,7.289069053833421,1
1,2519,6.744833314758198,1
1,2531,4.618709795035313,1
1,2534,2.614852434015642,1
1,2542,5.845963869573067,1
1,2564,8.02323084155695,1
1,2574,6.267247915419992,1
1,2586,4.063597735912152,1
1,2588,6.860686848021912,1
1,2592,4.483774585747097,1
1,2602,5.904103288164714,1
1,2614,4.939737706193009,1
1,2615,6.911470458750282,1
1,2620,-1.586484164499483,-1
1,2625,3.1849106543294603,1
1,2627,7.269946182308386,1
1,2638,8.057277259605092,1
1,2648,6.503389821616787,1
1,2650,7.364488582260881,1
1,2664,2.6616771451891363,1
1,2676,4.654659012192839,1
1,2678,7.649838883484998,1
1,2680,4.487501486561923,1
1,2684,5.7902876223484565,1
1,2689,4.60858255937571,1
1,2691,3.613430058911776,1
1,2692,7.680773153953899,1
1,2697,6.566010106385901,1
1,2698,6.023131847852104,1
1,2701,6.916201829828564,1
1,2707,6.302279326209375,1
1,2724,2.767760092797406,1
1,2732,-0.18004468671091622,-1
1,2742,9.186633026796601,1
1,2748,6.310097794557153,1
1,2750,7.082950918722807,1
1,2751,8.17612130468905,1
1,2753,6.957850472503543,1
1,2754,5.508639096997415,1
1,2758,-0.9872157733607914,-1
1,2766,7.135679881701767,1
1,2769,2.2852842453962214,1
1,2770,-1.9743423443061499,-1
1,2771,0.23375621743309516,1
1,2777,8.573612160699133,1
1,2794,8.411282231082057,1
1,2807,8.840453028765607,1
1,2816,5.311794885749874,1
1,2818,7.126260501112688,1
1,2820,7.679180843702023,1
1,2823,5.761938281226248,1
1,2826,3.9338252142100814,1
1,2833,5.105557420747795,1
1,2835,5.6509098211321795,1
1,2840,7.961236227385017,1
1,2846,8.060072961188203,1
1,2848,4.326967451108137,1
1,2855,8.430818749820295,1
1,2859,1.7271046117227211,1
1,2862,8.591304533118388,1
1,2870,4.7402781411419515,1
1,2874,3.9329474819877444,1
1,2876,5.592251562020509,1
1,2884,9.673852437595672,1
1,2885,7.164932610904929,1
1,2886,5.117808762478409,1
1,2907,3.84996360334892,1
1,2908,7.7453717487563924,1
1,2919,6.172298256447126,1
1,2926,7.529088891545031,1
1,2927,-10.454244455318651,-1
1,2930,7.68104374091712,1
1,2932,2.226121885128114,1
1,2935,6.3191268347815015,1
1,2943,5.722284694126204,1
1,2954,6.290659234649885,1
1,2957,6.079694563949003,1
1,2960,6.619930431303102,1
1,2963,7.577615993403638,1
1,2970,3.9290248196240967,1
1,2973,4.515055660874326,1
1,2982,5.724320935652626,1
1,2984,4.629667494615463,1
1,2991,6.86883465134372,1
